addresskey,metro_dist,rail_dist,bus_dist,parks_dist,monument_dist,sports_dist
7847583000,416.358019017288,1060.04716876184,91.9673855233473,857.442072497653,1475.59726013237,194.6535383701
7859464000,1392.41732250069,117.98728745081,84.1486779456457,1453.63155923509,950.271221804851,452.515193115104
7861993000,190.378570222596,806.43660631199,30.0166620396073,293.895098361974,1618.15840418404,32.260815240779
7874227000,428.133156856602,428.133156856602,66.3098786004016,390.780635395454,213.618340545196,149.682998366548
7876897000,203.482185952481,582.75380736637,34,3398.91886082926,438.956845191509,96.0416576283438
7877642000,493.911935470282,62.6817357768593,205.009755865422,1264.80258107902,812.467466468893,176.08236708995
7879816000,755.286038531098,604.884286454856,120.880105890093,1235.47017228757,420.299960428859,140.890028036054
7881012000,754.915227028837,76.4002617796562,32.0156211871642,1008.20787966085,2840.26135107669,448.718743535375
7886467000,1126.01598567694,231.510258951952,97.4166310236604,479.215862910533,1677.75473819805,46.8401537145215
7897455000,114.271606272074,362.349279011288,97.9081201943945,385.716163194197,737.399390117037,127.19095879819
7904545000,5705.4883813833,142.684091965418,54.6533631170053,754.334057032642,615.220499779319,0
7905467000,2106.85639512996,1299.6088371891,159.975278402636,3807.40332490555,2753.81526155684,245.867995680593
7907789000,166.643331699771,542.14758138352,33.6154726279432,902.729658543105,4311.89863151284,189.488785947876
7917628000,304.527502863042,905.865884113095,102.55242561734,132.153414635961,451.97219217623,125.514939349864
7920858000,132.400906341309,132.400906341309,44.7772263544762,95.5037302931419,702.607730244933,47.5394572960189
7923555000,1728.71802211928,265.224433263604,19.6977156035922,188.339019161174,3064.07723709581,30.5941170815567
7930842000,970.199979385693,1487.23770796736,63.8905313798532,3535.93724845322,2627.72866271873,509.165984724039
7935002000,390.328067143525,378.207614941846,15,400.346344509607,841.927688430222,381.400052438381
7939937000,19.0262975904404,58.9406481131655,78.1024967590665,111.097747437294,1058.55951138175,58.309518948453
7939938000,434.139378541039,500.68453141674,62.393909959226,293.057861906725,614.762431159166,171.478861671053
7941355000,1637.75608684566,695.348114256449,133.645052284026,1314.20159102653,2171.63616725826,130.678996016958
7943864000,1073.88686554963,852.713316420003,91.2414379544733,2030.39107686138,1477.34752007181,546.367776227687
7955133000,725.430906427345,3395.69403804289,32.3882694814033,2418.3203685623,1510.08358969785,212.249852767911
7957511000,745.365682064851,561.324326926956,48.3735464897913,1345.59269565952,454.595199048135,51.0881590977792
7960259000,1171.75214529353,114.893385362267,32.1137042397736,318.652274395804,738.972153136524,381.48399835379
7966569000,146.408792427236,117.577525488511,57.3003883058423,417.144729105689,1636.10810745016,49.1425935416713
