lsoa,index,income,employment,education,health,crime,housing,living,incomedeprivationaffectingchildrenindex,incomedeprivationaffectingolderpeopleindex,lat,lon
E01000359,5.562,0.046,0.059,9.7,-1.41,-0.573,16.77,9.764,0.07,0.041,51.47288707,0.1306787
E01000404,28.312,0.23,0.147,22.493,0.017,0.496,33.805,22.355,0.327,0.281,51.48591754,0.176369783
E01000332,16.068,0.115,0.1,19.069,-0.8,0.731,16.867,15.224,0.208,0.099,51.48570319,0.151344729
E01000333,28.058,0.22,0.16,32.245,0.17,0.636,20.489,19.334,0.348,0.189,51.48225204,0.146084273
E01000334,13.526,0.104,0.085,20.102,-0.626,-0.35,26.231,9.627,0.133,0.098,51.48333009,0.139140107
E01000335,31.602,0.224,0.15,42.596,-0.217,0.506,40.878,17.027,0.297,0.233,51.49996859,0.156637865
E01000336,32.856,0.257,0.164,23.979,0.175,0.676,34.309,31.749,0.324,0.349,51.49068981,0.145497541
E01000337,19.906,0.181,0.118,16.334,-0.382,0.351,22.576,18.413,0.309,0.142,51.48819122,0.141639483
E01000338,18.536,0.14,0.099,18.991,-0.8,0.525,25.828,22.963,0.241,0.139,51.48755866,0.147044816
E01000367,31.962,0.192,0.166,41.529,0.207,0.952,31.224,19.099,0.253,0.218,51.47233526,0.176738616
E01000372,29.17,0.226,0.192,30.501,0.27,0.201,24.549,14.834,0.324,0.192,51.474736,0.170401907
E01000373,32.982,0.286,0.17,28.225,0.132,0.238,41.185,9.986,0.316,0.329,51.474105,0.178519355
E01000402,20.623,0.178,0.122,20.729,-0.496,0.156,27.565,15.506,0.248,0.225,51.48312188,0.155517803
E01000403,28.86,0.214,0.142,23.806,-0.247,1.304,31.001,12.528,0.308,0.233,51.48089588,0.179272351
E01000405,24.856,0.21,0.146,23.282,-0.594,0.22,28.753,25.715,0.285,0.215,51.48961302,0.171814639
E01000406,25.048,0.179,0.118,18.869,-0.258,0.72,33.505,30.403,0.227,0.237,51.48394061,0.161554541
E01000407,16.843,0.11,0.107,19.138,-0.229,0.091,21.846,22.479,0.129,0.126,51.47916436,0.167083247
E01000408,21.526,0.184,0.128,22.197,-0.139,-0.003,21.227,24.195,0.275,0.211,51.49661334,0.167125091
E01000416,26.393,0.202,0.125,15.692,-0.42,1.257,33.903,13.397,0.295,0.229,51.49325421,0.124681539
E01000417,18.508,0.117,0.101,16.689,-0.325,0.709,28.743,14.477,0.168,0.117,51.48436695,0.127489202
E01000418,21.498,0.174,0.096,22.89,-0.666,0.607,31.777,19.408,0.261,0.207,51.4892898,0.13144176
E01000419,7.599,0.052,0.065,13.402,-1.086,-0.302,19.309,10.131,0.074,0.063,51.4780572,0.127628162
E01000420,10.521,0.07,0.077,18.688,-0.856,0.028,18.987,10.161,0.109,0.093,51.47938767,0.137321247
E01000421,7.253,0.05,0.064,9.296,-0.836,-0.397,21.907,8.348,0.046,0.079,51.4761628,0.133613768
E01000422,39.737,0.348,0.219,25.979,-0.222,0.861,39.438,10.845,0.392,0.421,51.49517746,0.12499994
E01000429,41.887,0.291,0.205,34.027,0.598,0.905,43.056,25.375,0.392,0.249,51.47955748,0.189621247
E01000430,18.495,0.161,0.101,16.195,-0.3,0.268,31.493,4.788,0.242,0.172,51.47869085,0.205724429
E01000431,38.79,0.3,0.195,34.045,0.456,0.849,36.645,19.14,0.414,0.215,51.47462452,0.183475901
E01000432,29.363,0.205,0.153,35.475,-0.033,1.06,28.27,11.946,0.29,0.181,51.47149008,0.189394357
E01000436,6.228,0.066,0.062,12.04,-1.222,-0.68,13.741,6.31,0.117,0.06,51.47344993,0.140957094
E01000437,12.799,0.108,0.077,19.203,-0.427,0.081,19.485,7.875,0.183,0.113,51.4764399,0.152318002
E01000438,13.183,0.106,0.079,18.881,-0.836,0.167,19.236,16.338,0.175,0.102,51.47634579,0.159460603
E01000439,24.81,0.173,0.138,31.238,-0.255,0.681,18.219,31.102,0.25,0.17,51.47419996,0.16417128
E01000440,6.622,0.049,0.055,18.82,-1.12,-0.552,12.266,11.524,0.096,0.051,51.4729089,0.148660022
E01000441,28.137,0.238,0.166,31.584,0.234,0.441,22.333,11.346,0.373,0.191,51.47228876,0.156718435
E01000442,13.595,0.095,0.097,19.979,-0.6,-0.131,21.783,11.553,0.149,0.108,51.47812065,0.147327488
E01000451,9.015,0.082,0.06,18.331,-1.212,-0.097,15.746,10.096,0.15,0.056,51.47363934,0.117990984
E01000450,18.466,0.155,0.131,20.135,-0.319,-0.156,23.609,9.663,0.206,0.139,51.47630171,0.119864004
E01000452,6.838,0.07,0.055,13.425,-1.023,-0.576,13.096,10.984,0.102,0.078,51.47159666,0.124307798
E01000464,27.793,0.257,0.158,22.722,-0.108,0.561,30.449,7.316,0.299,0.413,51.49277441,0.132551881
E01000465,30.198,0.258,0.2,26.884,-0.205,0.502,29.908,6.217,0.339,0.25,51.4932608,0.141396768
E01000466,25.838,0.23,0.157,18.612,-0.364,0.577,31.397,8.897,0.28,0.254,51.50176601,0.140391416
E01000469,19.816,0.144,0.101,8.858,-0.424,0.888,33.325,12.929,0.186,0.204,51.50536304,0.125714216
E01000470,41.739,0.33,0.219,25.545,-0.04,1.338,41.254,10.344,0.401,0.387,51.49989012,0.125064354
E01001636,24.193,0.195,0.133,18.074,-0.096,0.243,27.65,31.245,0.23,0.368,51.483503,0.085250662
E01001690,30.373,0.241,0.18,22.417,0.259,0.391,35.615,11.064,0.307,0.282,51.50570662,0.118552525
E01001692,36.999,0.292,0.195,25.239,0.372,1.064,34.75,14.983,0.381,0.354,51.50549713,0.113887764
E01001571,16.922,0.12,0.094,16.343,-0.412,0.727,17.751,22.256,0.175,0.136,51.48829626,0.111565941
E01001572,16.363,0.132,0.085,15.856,-0.402,0.583,18.872,21.212,0.208,0.161,51.48765347,0.117544346
E01001573,16.734,0.151,0.096,12.473,-0.251,0.358,17.852,21.342,0.245,0.137,51.48656712,0.107532749
E01001574,44.753,0.309,0.258,28.65,0.899,1.019,35.438,16.393,0.344,0.322,51.48196852,0.11492657
E01001575,42.876,0.331,0.241,25.298,0.955,0.883,28.033,21.238,0.395,0.389,51.49758344,0.118187294
E01001576,42.239,0.332,0.22,25.734,1.071,0.994,27.916,17.072,0.412,0.316,51.49557265,0.10971565
E01001577,36.821,0.276,0.187,23.757,0.692,1.279,26.515,20.374,0.313,0.32,51.49387721,0.115220365
E01001578,27.59,0.221,0.135,17.192,0.191,0.987,24.152,27,0.272,0.316,51.49116205,0.11629236
E01001579,38.613,0.292,0.191,33.364,0.631,1.144,28.726,20.398,0.42,0.255,51.49159623,0.106015282
E01001629,33.831,0.28,0.162,22.586,0.342,0.788,33.544,26.529,0.388,0.395,51.48969645,0.07681298
E01001631,37.43,0.289,0.194,20.849,0.922,0.59,36.122,20.324,0.346,0.411,51.49000984,0.082931355
E01001632,18.582,0.144,0.082,16.545,-0.372,0.444,27.855,27.059,0.17,0.465,51.48595438,0.08378185
E01001633,37.057,0.307,0.212,19.343,0.601,0.736,27.69,26.255,0.394,0.397,51.48433078,0.075580784
E01001634,44.704,0.331,0.245,40.273,1.011,0.502,32.648,17.263,0.404,0.376,51.48674181,0.078397246
E01001635,22.249,0.166,0.104,15.686,0.069,0.883,23.582,25.074,0.254,0.252,51.48220684,0.087373445
E01001637,27.307,0.19,0.134,21.984,-0.065,1.054,23.388,35.212,0.24,0.285,51.48304572,0.0790334
E01001669,28.606,0.227,0.171,20.868,0.242,0.616,25.867,20.258,0.298,0.175,51.48029355,0.100059649
E01001671,23.816,0.183,0.146,28.155,0.109,0.28,19.699,18.933,0.266,0.187,51.47945502,0.092715955
E01001672,24.987,0.2,0.106,23.082,-0.18,0.613,28.416,34.267,0.279,0.38,51.49122781,0.096953517
E01001673,33.098,0.236,0.138,19.946,0.978,1.038,29.987,25.799,0.246,0.549,51.48856688,0.09054121
E01001674,25.242,0.198,0.121,15.777,0.074,0.758,25.498,32.963,0.279,0.276,51.48837332,0.100524861
E01001675,25.976,0.214,0.114,22.659,0.061,0.611,27.02,31.318,0.299,0.533,51.4857804,0.09072556
E01001676,27.954,0.22,0.161,18.993,0.329,0.064,28.57,31.582,0.258,0.367,51.48533977,0.102357457
E01001677,20.084,0.177,0.107,18.315,-0.054,-0.078,22.612,27.138,0.221,0.358,51.48448633,0.096180314
E01001678,14.632,0.111,0.088,14.127,-0.246,-0.019,21.493,20.672,0.181,0.15,51.4744492,0.090900974
E01001683,22.975,0.198,0.146,15.565,0.061,-0.007,20.299,28.895,0.223,0.282,51.47918888,0.083508571
E01001685,18.003,0.149,0.092,15.576,-0.015,0.541,19.577,19.002,0.239,0.21,51.47679374,0.091776529
E01001687,37.72,0.229,0.185,18.97,0.592,1.476,39.528,23.714,0.264,0.315,51.49402986,0.088162844
E01001688,29.807,0.21,0.119,9.459,1.025,0.957,29.704,30.466,0.273,0.28,51.50905327,0.114192
E01001693,41.595,0.326,0.205,30.654,0.385,1.264,37.673,12.1,0.386,0.402,51.50289988,0.117830959
E01001694,25.696,0.197,0.131,13.549,-0.181,1.139,28.715,20.066,0.261,0.239,51.50060265,0.112125879
E01002344,18.685,0.123,0.109,25.549,-0.37,0.504,21.267,18.345,0.184,0.112,51.50354378,0.203887769
E01002346,23.246,0.176,0.118,33.301,-0.304,0.908,16.64,17.643,0.248,0.147,51.51639945,0.198244923
E01002347,19.704,0.123,0.114,24.547,-0.152,0.743,19.344,16.624,0.217,0.103,51.51278934,0.204581285
E01003611,38.675,0.327,0.194,20.405,0.372,0.027,46.182,26.225,0.421,0.39,51.50028556,0.061872211
E01003480,21.358,0.149,0.09,18.31,-0.225,0.221,41.303,19.388,0.232,0.443,51.50992274,0.066911807
E01003482,25.494,0.165,0.092,10.984,0.218,0.77,44.987,24.431,0.245,0.562,51.5167476,0.079400608
E01015925,15.976,0.071,0.085,31.665,-0.498,0.87,17.868,11.678,0.07,0.099,51.49308825,0.231144377
E01024146,5.252,0.031,0.049,6.036,-1.124,-0.392,23.088,7.736,0.043,0.044,51.43841708,0.185873402
E01024149,27.355,0.17,0.111,29.814,0.047,1.137,39.367,6.138,0.237,0.214,51.46839453,0.224153236
E01032566,25.286,0.185,0.145,27.56,0.137,0.604,25.843,12.446,0.304,0.198,51.4723686,0.104843328
E01032567,17.214,0.128,0.092,15.902,-0.546,0.319,29.77,17.751,0.196,0.149,51.47687691,0.107628993
E01033729,26.164,0.204,0.113,38.465,0.237,0.331,26.817,20.225,0.445,0.296,51.44680045,0.079076918
E01033739,22.353,0.164,0.093,6.587,0.22,0.48,42.363,16.139,0.246,0.393,51.50467546,0.086327658
E01033740,21.146,0.189,0.092,5.097,-0.346,0.946,34.701,12.115,0.307,0.187,51.50004535,0.085114652
E01033741,20.633,0.176,0.099,16.767,0.284,-0.239,32.303,13.633,0.255,0.363,51.49740616,0.094741163
E01033743,27.072,0.204,0.1,6.941,0.476,0.836,43.904,16.743,0.251,0.439,51.50695908,0.098910044
E01033745,22.845,0.203,0.118,8.695,-0.103,0.172,40.151,10.928,0.244,0.286,51.50011014,0.10444662
E01000151,41.912,0.355,0.187,16.538,0.06,0.572,58.949,25.646,0.456,0.347,51.60139703,-0.242865165
E01000117,11.248,0.087,0.07,6.166,-1.128,0.4,23.057,18.137,0.121,0.096,51.63301895,-0.156896785
E01000125,32.475,0.244,0.12,28.111,0.248,0.985,38.165,28.006,0.309,0.457,51.60510749,-0.26920024
E01000126,35.42,0.281,0.17,14.402,0.341,0.13,49.004,30.59,0.358,0.404,51.60106742,-0.25154118
E01000127,30.233,0.254,0.166,22.471,0.109,0.613,31.55,19.029,0.363,0.379,51.60615042,-0.259759939
E01000128,26.796,0.21,0.11,26.48,-0.614,1.083,33.095,22.006,0.316,0.229,51.60108119,-0.259922944
E01000129,37.393,0.256,0.135,29.039,0.387,1.204,44.012,32.726,0.292,0.451,51.60154543,-0.264107035
E01000130,33.351,0.245,0.156,19.589,0.17,0.894,36.261,38.234,0.317,0.325,51.60442141,-0.254236423
E01000131,21.118,0.114,0.093,13.805,-0.262,1.017,37.123,17.759,0.114,0.215,51.59780589,-0.256953551
E01000132,27.666,0.22,0.132,22.903,-0.03,0.913,31.031,18.638,0.275,0.337,51.60880026,-0.258061183
E01000133,35.567,0.25,0.203,28.225,0.604,0.614,33.679,23.073,0.277,0.301,51.60760209,-0.251843119
E01000134,24.936,0.227,0.126,17.314,-0.217,0.041,34.903,23.376,0.328,0.406,51.60763497,-0.265070054
E01000135,13.169,0.088,0.066,3.744,-0.559,0.547,27.143,23.999,0.137,0.094,51.56842551,-0.202088237
E01000136,9.403,0.043,0.029,4.043,-1.601,0.463,28.442,29.014,0.023,0.102,51.56675997,-0.191257654
E01000137,32.693,0.263,0.162,9.643,0.324,0.431,43.692,30.309,0.339,0.313,51.56431274,-0.200804256
E01000185,33.356,0.275,0.178,20.283,0.435,-0.053,41.644,20.402,0.34,0.513,51.59602983,-0.17165292
E01000138,30.258,0.21,0.155,8.308,-0.178,1.247,36.978,30.415,0.302,0.201,51.56409691,-0.20581093
E01000139,13.54,0.11,0.053,3.485,-1.35,0.601,27.146,31.486,0.198,0.135,51.55907888,-0.202189459
E01000140,17.663,0.134,0.076,9.38,0.027,0.037,28.837,33.395,0.232,0.236,51.5626679,-0.196604361
E01000141,34.111,0.19,0.111,11.624,0.018,1.678,34.165,63.894,0.298,0.281,51.5602753,-0.216003693
E01000142,20.585,0.17,0.1,7.937,-0.045,0.004,29.884,36.083,0.259,0.205,51.56204067,-0.211090927
E01000143,34.599,0.268,0.179,18.725,-0.056,0.864,43.247,22.453,0.361,0.383,51.55805216,-0.208423713
E01000144,20.943,0.107,0.089,4.409,-0.86,1.296,32.104,38.035,0.105,0.191,51.57415153,-0.199033598
E01000145,13.779,0.104,0.06,3.316,-1.183,0.557,29.366,28.826,0.131,0.098,51.5726479,-0.205557337
E01000146,18.061,0.088,0.079,2.841,-0.9,1.083,32.589,36.068,0.075,0.142,51.57038985,-0.197678232
E01000147,12.192,0.08,0.046,9.339,-0.984,0.451,28.97,24.955,0.084,0.166,51.58982325,-0.24920533
E01000148,30.762,0.231,0.15,18.903,0.129,0.48,41.058,29.669,0.305,0.365,51.59263629,-0.254458869
E01000150,19.062,0.145,0.082,10.054,-1.215,0.299,38.095,31.831,0.245,0.212,51.58498173,-0.243414689
E01000152,38.604,0.316,0.163,26.097,-0.033,0.657,53.105,18.647,0.396,0.375,51.60456651,-0.243768201
E01000153,47.884,0.341,0.22,33.507,0.206,1.273,52.707,19.76,0.424,0.405,51.60407316,-0.248032967
E01000154,35.587,0.256,0.162,27.313,0.035,0.639,50.081,22.341,0.365,0.323,51.59871487,-0.244503003
E01000155,22.729,0.157,0.091,16.977,-0.66,0.019,41.675,39.495,0.211,0.298,51.59609628,-0.250630774
E01000235,26.66,0.215,0.14,19.36,0.017,0.66,29.474,23.402,0.293,0.303,51.61064091,-0.251982111
E01000282,8.756,0.077,0.053,2.175,-1.288,0.264,23.118,16.326,0.075,0.103,51.63035506,-0.180606616
E01000283,5.525,0.038,0.028,0.568,-1.63,0.075,26.722,9.535,0.035,0.058,51.62480007,-0.189207743
E01000159,19.013,0.136,0.105,5.164,-0.938,1.171,27.714,16.097,0.167,0.122,51.61873375,-0.158045585
E01000288,13.546,0.112,0.065,8.654,-0.853,0.616,24.113,19.086,0.141,0.177,51.64412756,-0.190036747
E01000162,22.695,0.163,0.108,10.116,0.343,0.834,25.354,26.594,0.15,0.354,51.61204702,-0.15825222
E01000166,16.228,0.152,0.106,7.787,-0.765,-0.004,28.937,14.128,0.212,0.161,51.65406969,-0.159160405
E01000167,27.99,0.209,0.167,23.455,0.292,0.601,28.916,13.46,0.295,0.242,51.65589414,-0.169429045
E01000168,6.871,0.069,0.058,3.651,-1.282,0.071,18.254,9.591,0.076,0.1,51.64902316,-0.155996416
E01000169,13.266,0.101,0.091,5.053,-0.666,0.261,24.203,19.011,0.116,0.138,51.65009387,-0.164127574
E01000170,21.8,0.204,0.147,12.037,-0.576,0.221,23.711,22.757,0.284,0.227,51.6458216,-0.163871014
E01000171,26.321,0.213,0.124,10.351,-0.174,0.619,27.88,46.745,0.324,0.243,51.64892359,-0.170589783
E01000173,9.534,0.103,0.072,5.858,-1.043,-0.066,17.784,11.963,0.134,0.165,51.64116477,-0.156280127
E01000174,18.713,0.156,0.109,9.309,-0.232,0.056,26.451,27.505,0.151,0.269,51.64167867,-0.164935806
E01000175,9.566,0.078,0.071,2.501,-1.186,0.313,21.264,14.948,0.077,0.097,51.63748065,-0.159850463
E01000176,30.925,0.276,0.162,19.645,0.017,0.337,39.099,16.446,0.358,0.352,51.59579291,-0.1792504
E01000177,8.646,0.069,0.04,3.155,-1.216,0.258,22.935,23.596,0.109,0.124,51.5927834,-0.171821344
E01000178,11.122,0.095,0.065,1.13,-1.218,0.313,23.539,24.91,0.13,0.15,51.59557276,-0.164784814
E01000179,8.873,0.072,0.05,1.811,-0.94,0.037,24.445,22.188,0.083,0.181,51.59453957,-0.176512768
E01000180,16.252,0.149,0.094,9.209,-0.251,-0.185,26.771,19.301,0.167,0.309,51.5896521,-0.170879447
E01000181,8.518,0.059,0.045,0.364,-1.264,0.18,21.021,32.402,0.034,0.144,51.5909758,-0.16369837
E01000182,9.124,0.056,0.049,0.251,-1.097,-0.058,23.803,36.188,0.044,0.124,51.58771213,-0.161971667
E01000183,11.141,0.093,0.053,1.563,-0.657,-0.064,29.656,23.114,0.11,0.163,51.58945618,-0.176058236
E01000184,34.429,0.28,0.192,27.292,-0.008,0.711,34.392,21.635,0.42,0.246,51.6015441,-0.166012728
E01000195,31.85,0.249,0.16,23.173,0.073,0.369,41.734,24.688,0.312,0.286,51.63085867,-0.267104471
E01000196,14.811,0.106,0.086,15.317,-0.89,-0.757,28.099,31.51,0.163,0.148,51.59806509,-0.195990872
E01000197,12.928,0.089,0.063,1.386,-1.214,-0.016,29.757,38.883,0.124,0.152,51.59718136,-0.18818149
E01000198,12.702,0.101,0.053,4.471,-1.639,0.1,37.932,17.468,0.124,0.143,51.59583404,-0.21435528
E01000199,6.935,0.061,0.048,1.369,-2.003,-0.362,27.063,15.382,0.062,0.074,51.59966071,-0.206697086
E01000200,10.633,0.089,0.069,1.165,-1.633,0.108,26.993,20.037,0.119,0.107,51.59613057,-0.204345846
E01000201,7.707,0.045,0.042,2.223,-1.464,0.547,20.122,22.372,0.048,0.08,51.59160914,-0.204876549
E01000202,7.634,0.055,0.045,2.572,-1.806,0.04,25.414,20.739,0.043,0.111,51.59430928,-0.196231813
E01000203,16.739,0.128,0.091,5.528,-0.788,0.165,36.298,21.015,0.165,0.202,51.59231388,-0.193156262
E01000204,10.894,0.073,0.059,2.273,-1.572,0.576,24.923,25.304,0.058,0.12,51.60218256,-0.201417392
E01000205,7.732,0.059,0.041,0.642,-1.586,0.349,22.648,21.286,0.074,0.077,51.58715655,-0.189343335
E01000206,9.444,0.028,0.019,2.695,-2.158,0.337,39.378,16.858,0.022,0.055,51.57550179,-0.176981328
E01000207,6.433,0.053,0.036,2.261,-1.924,-0.375,24.73,21.91,0.07,0.066,51.58222391,-0.18414923
E01000208,8.138,0.045,0.022,1.481,-1.923,0.676,25.293,19.712,0.064,0.06,51.58558264,-0.169412098
E01000209,7.928,0.057,0.035,1.285,-1.568,-0.003,29.105,20.958,0.06,0.084,51.5833959,-0.193408384
E01000210,8.428,0.062,0.037,0.536,-1.571,0.54,21.273,24.46,0.086,0.077,51.58942906,-0.182836416
E01000211,17.408,0.132,0.091,4.115,-0.439,-0.206,29.047,42.013,0.201,0.24,51.58591388,-0.197652782
E01000212,8.78,0.046,0.051,0.579,-1.794,0.177,29.241,24.841,0.056,0.059,51.57798688,-0.192514695
E01000213,5.82,0.025,0.016,2.894,-2.17,-0.56,30.688,16.679,0.016,0.063,51.58029581,-0.178522438
E01000214,11.802,0.043,0.042,0.944,-1.494,0.703,35.661,29.099,0.048,0.08,51.57339139,-0.191090831
E01000215,12.912,0.101,0.074,7.765,-0.866,-0.193,28.544,24.531,0.06,0.256,51.58059288,-0.209173067
E01000216,10.876,0.08,0.053,2.393,-1.174,0.335,29.086,22.416,0.068,0.137,51.57892061,-0.200748261
E01000217,11.831,0.062,0.066,7.887,-1.467,0.459,27.79,25.891,0.065,0.062,51.58320319,-0.203336763
E01000218,13.409,0.085,0.079,7.323,-0.952,0.023,28.577,30.09,0.069,0.113,51.57775671,-0.206526908
E01000219,16.94,0.116,0.092,9.159,-0.815,0.424,31.273,26.418,0.108,0.186,51.57606725,-0.212586225
E01000220,16.161,0.12,0.089,5.1,-0.038,-0.169,29.989,25.386,0.079,0.198,51.57538758,-0.20779077
E01000221,43.955,0.316,0.202,20.302,0.392,1.121,54.812,22.906,0.386,0.393,51.57310006,-0.219322968
E01000222,29.796,0.195,0.131,15.33,-0.593,1.206,45.566,25.144,0.32,0.208,51.56952434,-0.213799926
E01000223,34.368,0.264,0.174,23.196,-0.033,0.82,40.256,26.674,0.36,0.268,51.5676188,-0.223299811
E01000224,20.186,0.174,0.119,16.046,-0.869,0.113,30.035,22.314,0.28,0.149,51.56592037,-0.213092364
E01000225,11.322,0.066,0.053,7.476,-0.796,0.211,31.06,22.15,0.025,0.207,51.58637697,-0.205538607
E01000226,30.47,0.252,0.147,30.604,-0.01,0.25,35.468,26.971,0.303,0.454,51.61040076,-0.265921781
E01000227,11.732,0.105,0.071,5.926,-0.993,0.019,27.584,14.762,0.106,0.129,51.61432847,-0.266754245
E01000228,13.38,0.097,0.07,4.663,-0.651,0.709,29.027,11.052,0.121,0.134,51.6333891,-0.253186467
E01000229,24.863,0.179,0.126,16.769,-0.18,0.439,41.001,17.812,0.233,0.249,51.6246579,-0.264870936
E01000230,9.983,0.089,0.063,9.417,-1.151,0.049,22.153,14.458,0.082,0.136,51.62283921,-0.268495183
E01000231,16.098,0.138,0.068,4.453,-0.82,0.327,37.648,19.356,0.178,0.153,51.62445828,-0.258365822
E01000232,15.719,0.128,0.1,5.43,-0.399,0.136,26.934,19.805,0.111,0.216,51.61952993,-0.260757205
E01000233,10.96,0.102,0.061,4.102,-0.84,0.271,22.148,19.121,0.13,0.162,51.61446297,-0.2608632
E01000234,11.527,0.106,0.065,5.073,-1.043,0.277,24.032,18.082,0.174,0.1,51.61560629,-0.255058375
E01000236,12.38,0.109,0.057,2.476,-0.972,0.294,27.059,26.804,0.111,0.212,51.58467571,-0.213210175
E01000237,12.121,0.07,0.045,3.085,-1.128,0.631,29.202,31.567,0.072,0.168,51.58552046,-0.224868343
E01000238,14.132,0.086,0.079,6.444,-1.236,0.538,28.336,28.047,0.085,0.142,51.58856906,-0.21265522
E01000239,20.8,0.131,0.085,7.403,-0.628,0.341,47.699,26.014,0.2,0.188,51.59138407,-0.234153309
E01000240,20.176,0.125,0.081,5.332,-1.024,0.847,43.557,25.744,0.159,0.199,51.59809727,-0.23073461
E01000241,12.005,0.083,0.048,1.628,-1.193,0.407,33.991,23.342,0.084,0.183,51.59461611,-0.225141813
E01000242,21.451,0.138,0.097,4.193,-0.514,0.872,41.041,24.722,0.133,0.171,51.59255029,-0.216724648
E01000243,18.189,0.096,0.065,4.329,-0.321,0.891,30.357,43.148,0.094,0.191,51.59045196,-0.221093865
E01000244,15.992,0.098,0.051,7.569,-0.566,0.481,31.736,40.892,0.117,0.233,51.5909864,-0.228034867
E01000245,30.895,0.197,0.136,14.061,0.112,0.983,42.721,35.258,0.251,0.308,51.58697758,-0.221731075
E01000246,10.533,0.066,0.057,1.53,-1.692,0.412,31.433,19.166,0.072,0.077,51.65700085,-0.185615632
E01000247,9.848,0.08,0.078,2.657,-1.444,-0.115,27.25,12.605,0.077,0.095,51.65457098,-0.180234796
E01000248,9.58,0.053,0.048,1.157,-1.023,0.886,20.188,21.272,0.028,0.114,51.65464809,-0.207664089
E01000249,6.147,0.041,0.054,1.103,-1.436,0.075,22.377,12.729,0.049,0.047,51.65745999,-0.21457521
E01000250,15.589,0.13,0.086,3.267,-0.713,0.335,29.515,23.726,0.198,0.156,51.65478764,-0.19681038
E01000251,20.511,0.16,0.134,6.941,0.071,0.306,24.878,22.754,0.238,0.181,51.65051512,-0.178873682
E01000252,16.082,0.123,0.105,2.919,-0.451,0.35,30.193,15.049,0.121,0.193,51.64973277,-0.1858576
E01000253,10.543,0.045,0.039,4.089,-0.477,0.361,36.435,13.548,0.061,0.06,51.6504426,-0.237188963
E01000254,9.165,0.043,0.035,1.695,-1.095,0.509,26.405,28.24,0.037,0.068,51.6634301,-0.198394913
E01000255,21.004,0.166,0.118,9.877,-0.237,0.546,29.931,21.407,0.176,0.258,51.61598566,-0.224590092
E01000256,13.883,0.09,0.053,3.403,-1.265,0.916,35.207,14.109,0.121,0.133,51.60991234,-0.235466502
E01000257,29.651,0.227,0.144,20.341,-0.102,0.472,43.007,23.536,0.294,0.26,51.60862953,-0.207054071
E01000258,12.51,0.068,0.053,3.711,-0.715,0.877,22.726,30.655,0.082,0.09,51.6151259,-0.23994929
E01000259,14.628,0.118,0.068,4.044,-1.042,0.643,30.333,20.797,0.183,0.135,51.60371727,-0.217721638
E01000260,24.554,0.144,0.094,9.55,-0.908,1.203,45.898,24.343,0.216,0.167,51.60444293,-0.233275909
E01000261,9.731,0.065,0.043,1.256,-0.925,-0.397,36.673,19.538,0.041,0.132,51.62327555,-0.234992478
E01000262,14.862,0.155,0.058,10.211,-1.187,-0.5,41.009,8.179,0.248,0.238,51.6172236,-0.208634905
E01000263,5.651,0.028,0.021,1.16,-1.639,-0.116,24.945,20.692,0.036,0.052,51.62070435,-0.247336512
E01000264,18.558,0.142,0.105,4.623,-0.719,0.501,29.275,31.007,0.179,0.167,51.61828673,-0.25037876
E01000265,19.26,0.188,0.104,7.651,-0.391,-0.011,28.135,26.995,0.27,0.225,51.62418896,-0.157831652
E01000266,8.01,0.051,0.042,2.08,-1.22,0.758,22.648,9.977,0.06,0.081,51.62303967,-0.166698036
E01000267,14.264,0.099,0.086,2.413,-0.505,0.164,31.957,20.161,0.14,0.117,51.64123266,-0.172667604
E01000268,20.187,0.192,0.098,8.726,-0.782,0.452,25.437,35.451,0.332,0.149,51.64717676,-0.180538603
E01000269,10.598,0.075,0.065,6.739,-1.169,0.402,26.51,12.385,0.136,0.059,51.64358,-0.18335609
E01000270,10.978,0.083,0.067,4.623,-1.606,0.285,27.051,18.702,0.107,0.105,51.64531664,-0.175244043
E01000271,8.873,0.07,0.05,2.288,-0.759,-0.183,28.515,16.707,0.101,0.069,51.63893488,-0.176900933
E01000272,6.154,0.044,0.026,1.18,-1.308,0.601,19.961,10.405,0.034,0.078,51.63408411,-0.166958888
E01000273,15.816,0.129,0.09,2.536,-0.166,0.467,24.821,20.797,0.16,0.189,51.63189696,-0.170563586
E01000274,19.115,0.169,0.111,13.285,-0.601,0.272,25.244,24.115,0.206,0.199,51.62771402,-0.160712535
E01000275,13.395,0.12,0.07,3.156,-0.553,-0.194,35.357,12.188,0.174,0.166,51.62075127,-0.18664245
E01000276,3.832,0.024,0.021,0.593,-1.703,-0.834,26.027,10.46,0.016,0.065,51.62045824,-0.195186098
E01000277,20.698,0.165,0.109,5.479,-0.122,-0.139,40.547,19.946,0.183,0.257,51.61819032,-0.183200807
E01000278,4.723,0.029,0.029,0.711,-2,-0.559,28.169,11.284,0.022,0.073,51.61410639,-0.194508472
E01000279,6.608,0.019,0.021,2.277,-2.441,-0.145,35.899,9.013,0.029,0.026,51.6325864,-0.212292076
E01000280,3.282,0.028,0.028,1.347,-1.755,-0.317,19.186,9.186,0.031,0.042,51.63373492,-0.187213237
E01000281,17.75,0.152,0.102,7.65,0.005,0.091,26.868,18.684,0.219,0.2,51.62836796,-0.172747185
E01000284,17.803,0.166,0.096,7.49,-0.236,0.1,28.125,20.594,0.238,0.27,51.62396151,-0.178331011
