lsoa,index,income,employment,education,health,crime,housing,living,incomedeprivationaffectingchildrenindex,incomedeprivationaffectingolderpeopleindex,lat,lon
E01000865,17.133,0.081,0.067,3.06,-0.388,1.273,22.746,38.106,0.119,0.152,51.54450055,-0.133427085
E01000866,31.315,0.201,0.157,4.806,0.368,1.079,22.29,59.347,0.264,0.26,51.54536985,-0.139083664
E01000867,40.03,0.294,0.184,22.727,0.866,0.712,29.275,52.032,0.408,0.455,51.54278338,-0.137026093
E01000868,46.793,0.286,0.235,25.752,0.714,1.305,39.462,46.867,0.245,0.49,51.54214653,-0.128515823
E01000869,26.731,0.18,0.118,8.888,0.774,0.612,20.652,49.331,0.309,0.294,51.54690381,-0.129954736
E01000870,35.266,0.25,0.185,9.704,0.666,1.09,18.955,53.373,0.385,0.359,51.54745894,-0.136702015
E01000887,16.679,0.121,0.083,4.251,-0.173,0.675,16.747,37.874,0.192,0.174,51.55457154,-0.16227325
E01000888,18.261,0.145,0.097,2.169,-0.217,0.364,16.645,46.926,0.19,0.2,51.55412084,-0.158090803
E01000879,7.877,0.044,0.038,1.481,-1.259,0.245,14.274,39.25,0.039,0.103,51.55381575,-0.179456959
E01000881,17.34,0.091,0.065,8.543,-0.674,0.641,21.513,57.134,0.099,0.174,51.55040827,-0.178555777
E01000882,6.5,0.042,0.022,2.839,-1.49,-0.445,13.823,41.327,0.059,0.072,51.54821784,-0.173891827
E01000883,13.483,0.067,0.031,4.666,-1.204,0.828,19.197,52.543,0.087,0.192,51.54698418,-0.177115471
E01000886,13.071,0.113,0.07,4.622,-0.588,0.081,12.932,40.891,0.193,0.121,51.55494931,-0.154200106
E01000889,39.331,0.289,0.209,26.493,1.067,0.644,25.89,33.712,0.372,0.344,51.55238895,-0.14997056
E01000890,52.994,0.362,0.305,36.534,1.348,0.525,29.085,33.709,0.43,0.434,51.55205018,-0.155874781
E01000892,19.794,0.17,0.107,6.761,-0.141,0.792,16.186,29.514,0.251,0.235,51.55093828,-0.160751629
E01000903,20.524,0.168,0.108,2.393,-0.147,0.525,15.907,48.097,0.17,0.324,51.54910575,-0.158156096
E01000906,14.282,0.094,0.069,3.395,-0.338,0.527,14.986,43.295,0.144,0.169,51.54441375,-0.157199705
E01000894,7.575,0.036,0.03,2.362,-1.396,0.605,11.508,34.16,0.032,0.06,51.5583086,-0.172744
E01000895,13.706,0.12,0.072,8.143,-0.155,-0.296,13.451,37.251,0.09,0.254,51.55662265,-0.176850894
E01000896,8.485,0.041,0.044,7.256,-1.775,0.307,12.71,38.864,0.024,0.055,51.55572242,-0.170105559
E01000915,28.628,0.24,0.137,11.828,0.06,-0.755,27.578,62.05,0.387,0.305,51.5214737,-0.119243684
E01000897,7.261,0.028,0.03,3.706,-1.459,0.485,9.972,36.066,0.019,0.054,51.55254508,-0.172172424
E01000898,16.675,0.133,0.08,10.813,0.649,-0.611,23.353,19.438,0.17,0.279,51.55231831,-0.166266798
E01000900,31.427,0.222,0.149,19.81,0.657,0.817,19.766,47.132,0.372,0.267,51.54784888,-0.152699388
E01000916,24.196,0.162,0.097,12.571,0.229,-0.612,22.489,70.218,0.361,0.26,51.52079169,-0.108536852
E01000901,37.809,0.309,0.191,24.368,0.619,0.691,30.122,32.554,0.5,0.353,51.54845082,-0.149255672
E01000902,38.939,0.329,0.2,17.405,0.801,0.211,33.882,36.226,0.467,0.389,51.54762987,-0.156113953
E01000904,34.202,0.238,0.156,14.755,0.435,1.661,23.477,37.688,0.384,0.344,51.5443396,-0.148693288
E01000905,44.47,0.352,0.221,25.992,0.914,0.809,29.804,36.413,0.47,0.494,51.54586466,-0.152313054
E01000919,26.65,0.139,0.09,9.091,0.01,1.13,24.757,67.591,0.318,0.313,51.51513693,-0.127239387
E01000910,10.909,0.065,0.062,2.021,-0.894,0.687,12.902,35.295,0.054,0.085,51.55886711,-0.145533362
E01000923,26.278,0.183,0.152,4.825,0.846,0.587,15.221,39.077,0.18,0.296,51.55262022,-0.13847488
E01000911,19.992,0.171,0.126,8.632,-0.261,0.531,15.37,31.33,0.234,0.181,51.55863345,-0.142265602
E01000936,26.865,0.175,0.102,17.969,-0.043,0.031,23.708,81.495,0.275,0.412,51.52580564,-0.116038495
E01000914,16.891,0.095,0.069,4.831,-0.841,-0.261,18.98,74.8,0.208,0.167,51.51878257,-0.11720494
E01000917,45.133,0.325,0.232,32.544,0.565,0.259,31.051,61.814,0.423,0.398,51.52019231,-0.11084533
E01000918,28.04,0.181,0.136,6.705,0.136,0.433,24.013,67.676,0.235,0.265,51.51660058,-0.122591905
E01000920,19.089,0.146,0.087,5.105,-0.389,-0.29,18.885,62.253,0.193,0.349,51.52296818,-0.115724908
E01000937,19.088,0.072,0.04,12.656,-0.475,0.435,27.252,75.681,0.139,0.227,51.52526276,-0.120935714
E01000921,22.538,0.129,0.083,4.031,-0.049,0.874,21.088,63.574,0.24,0.287,51.55387395,-0.139556913
E01000922,31.27,0.225,0.142,15.279,1.012,0.585,23.261,42.549,0.352,0.331,51.54952526,-0.143676401
E01000924,16.615,0.123,0.086,3.132,-0.044,0.436,16.795,40.43,0.16,0.204,51.55215173,-0.134779182
E01000925,38.831,0.328,0.204,17.395,0.711,0.216,31.296,41.236,0.411,0.466,51.5501869,-0.136665509
E01000926,23.933,0.191,0.112,9.513,0.321,0.656,20.285,40.201,0.412,0.361,51.54963661,-0.131954165
E01000940,25.901,0.188,0.111,14.959,-0.001,-0.146,33.98,52.986,0.267,0.272,51.52694551,-0.118318021
E01000927,21.063,0.131,0.099,7.267,0.199,0.925,13.134,45.769,0.235,0.17,51.5466715,-0.143975786
E01000941,42.057,0.267,0.216,19.589,0.816,1.139,31.001,51.456,0.311,0.341,51.52760836,-0.123202716
E01000928,26.122,0.192,0.143,5.575,0.618,0.594,20.246,40.714,0.264,0.269,51.55414037,-0.143406245
E01000942,15.434,0.058,0.036,9.151,-0.529,-0.11,21.998,74.489,0.257,0.144,51.5280521,-0.126747498
E01000943,22.862,0.112,0.09,3.26,-0.101,0.366,26.716,80.185,0.209,0.187,51.52625653,-0.127052718
E01000934,42.084,0.308,0.198,8.48,1.293,0.529,34.902,51.249,0.425,0.37,51.54011069,-0.181630836
E01000944,28.023,0.228,0.114,26.745,0.55,-0.337,31.453,35.866,0.457,0.439,51.52723018,-0.143106361
E01000950,41.772,0.298,0.187,37.359,0.559,0.682,32.33,53.446,0.387,0.523,51.53104278,-0.140497285
E01000938,38.406,0.223,0.157,15.811,0.442,1.021,34,84.27,0.238,0.496,51.52952493,-0.118433818
E01000939,44.946,0.33,0.23,31.308,0.415,1.015,29.636,48.834,0.427,0.387,51.52895836,-0.121219255
E01000945,28.249,0.168,0.1,14.364,0.874,0.417,30.445,53.339,0.281,0.484,51.52824139,-0.136331123
E01000951,35.164,0.278,0.167,23.949,0.574,0.469,30.511,42.412,0.414,0.442,51.52890503,-0.141416774
E01000946,14.652,0.145,0.071,5.878,-0.474,-0.614,19.822,41.523,0.241,0.249,51.52975551,-0.146082501
E01000947,31.68,0.205,0.132,8.175,0.669,0.732,26.743,63.188,0.423,0.416,51.53435058,-0.139434499
E01000954,38.269,0.304,0.206,39.791,0.613,-0.054,28.439,34.176,0.409,0.293,51.53203622,-0.136477894
E01000948,32.894,0.176,0.144,7.823,0.468,1.831,22.127,53.97,0.225,0.263,51.53531053,-0.145495436
E01000949,23.69,0.187,0.119,16.602,0.279,-0.081,24.089,39.634,0.308,0.259,51.53091971,-0.142865631
E01000952,39.809,0.285,0.181,22.763,0.972,0.992,31.388,39.95,0.466,0.433,51.53383554,-0.134226269
E01000955,36.917,0.248,0.181,31.032,0.705,0.939,27.608,38.703,0.31,0.352,51.53071971,-0.132946701
E01000953,48.532,0.345,0.204,25.454,1.059,1.477,32.107,45.232,0.523,0.494,51.53554223,-0.126791059
E01000958,34.227,0.269,0.148,20.609,1.149,-0.259,31.242,40.649,0.519,0.533,51.53773161,-0.132915211
E01000959,40.727,0.286,0.193,23.794,0.456,1.394,32.476,40.102,0.424,0.393,51.536528,-0.136871879
E01000960,21.775,0.135,0.081,13.119,-0.276,0.678,24.808,54.866,0.213,0.216,51.54526071,-0.179983728
E01000961,27.625,0.23,0.16,12.142,0.159,0.582,24.154,33.822,0.324,0.257,51.54193397,-0.177500013
E01000962,9.157,0.052,0.037,0.814,-0.91,0.292,15.399,43.416,0.073,0.126,51.54333137,-0.182573541
E01000963,12.022,0.088,0.03,6.193,-0.978,-0.158,17.468,54.33,0.131,0.205,51.54119567,-0.173186979
E01000967,10.611,0.053,0.041,7.195,-1.679,0.52,17.106,43.721,0.058,0.076,51.53941098,-0.165470799
E01004682,21.489,0.073,0.049,1.648,-0.333,0.855,37.138,70.981,0.138,0.184,51.51418999,-0.176093439
E01004686,35.129,0.219,0.146,16.986,0.32,0.806,37.111,61.604,0.27,0.352,51.51531811,-0.166545532
E01004694,22.922,0.086,0.065,19.736,-0.34,0.307,36.371,67.461,0.132,0.178,51.51200862,-0.179797904
E01004701,17.763,0.089,0.046,11.052,-0.657,0.1,28.658,64.705,0.088,0.241,51.52673211,-0.182958407
E01004659,14.267,0.076,0.042,4.636,-0.689,-0.543,33.684,53.352,0.203,0.136,51.52389188,-0.163683025
E01004660,12.746,0.049,0.028,2.1,-1.431,0.453,28.391,54.216,0.06,0.124,51.52258666,-0.158930519
E01004661,28.331,0.175,0.123,8.093,-0.228,0.353,33.357,71.316,0.347,0.228,51.52019875,-0.164767048
E01004662,17.466,0.066,0.039,0.924,-1.445,0.262,34.094,82.613,0.118,0.152,51.52126354,-0.16054024
E01004663,22.119,0.12,0.081,4.166,-1.076,1.238,28.766,54.756,0.192,0.13,51.51804106,-0.163413334
E01004646,17.841,0.091,0.054,4.309,-1.196,1.015,29.456,51.413,0.111,0.145,51.53739649,-0.180159825
E01004647,18.356,0.14,0.08,7.009,-0.544,0.205,28.654,44.654,0.175,0.187,51.53598032,-0.170061137
E01004649,9.99,0.066,0.033,4.752,-2.136,-0.356,27.672,40.609,0.081,0.143,51.53620897,-0.175409074
E01004650,12.508,0.056,0.041,2.62,-1.418,0.409,28.389,48.692,0.055,0.116,51.5313714,-0.180849847
E01004651,17.213,0.075,0.04,22.486,-0.984,-0.545,33.254,59.63,0.071,0.22,51.5325076,-0.17702073
E01004657,18.364,0.04,0.025,2.737,-1.702,1.37,30.335,64.22,0.053,0.098,51.51611857,-0.158704536
E01004658,26.658,0.152,0.078,9.261,-0.265,0.821,36.685,66.561,0.366,0.285,51.5157591,-0.162348155
E01002694,53.267,0.386,0.232,29.529,1.16,1.192,36.853,44.102,0.505,0.548,51.53572908,-0.113109117
E01002695,28.816,0.178,0.105,12.669,0.741,0.888,30.431,46.584,0.262,0.421,51.53359066,-0.112161731
E01002698,21.844,0.148,0.097,14.741,0.443,0.106,27.78,36.591,0.31,0.261,51.54344415,-0.110150765
E01002696,25.872,0.13,0.084,16.257,0,1.041,25.136,63.67,0.207,0.291,51.53534244,-0.108312935
E01002697,34.985,0.231,0.137,25.059,0.857,0.77,35.904,41.707,0.333,0.489,51.53309575,-0.115065548
E01002699,23.848,0.168,0.121,11.031,0.319,0.483,23.864,40.483,0.265,0.291,51.54106884,-0.108337973
E01002700,17.597,0.081,0.066,4.284,-0.585,1.163,19.704,50.956,0.133,0.126,51.53913924,-0.111416055
E01002708,35.021,0.236,0.126,17.434,0.526,0.983,44.304,41.846,0.568,0.347,51.54275764,-0.122244056
E01002709,38.805,0.288,0.17,24.589,0.828,0.841,36.691,35.394,0.492,0.498,51.53805049,-0.119986899
E01002710,36.58,0.271,0.184,17.519,0.688,0.682,36.359,36.299,0.346,0.412,51.53628081,-0.118112001
E01002711,27.899,0.173,0.116,8.89,0.442,0.063,32.945,62.267,0.357,0.331,51.53288873,-0.120188085
E01002712,39.409,0.185,0.16,29.491,1.369,1.107,36.905,41.918,0.29,0.43,51.54376148,-0.115532335
E01002713,48.379,0.328,0.227,27.427,1.039,1.421,37.912,30.814,0.485,0.442,51.54601257,-0.116240195
E01002714,16.647,0.08,0.068,4.677,-0.456,0.831,25.214,45.981,0.112,0.187,51.5404867,-0.115213133
E01002715,45.245,0.331,0.194,29.034,0.92,0.949,39.989,39.057,0.537,0.455,51.54034899,-0.118534877
E01002728,27.932,0.143,0.097,8.506,0.785,1.054,32.365,48.086,0.345,0.352,51.53065934,-0.113992172
E01002724,15.907,0.067,0.042,12.693,-0.412,-0.116,26.501,61.71,0.269,0.21,51.5224902,-0.105400521
E01002725,33.361,0.229,0.148,16.358,0.713,0.133,40.924,45.13,0.42,0.343,51.52642608,-0.105808125
E01002726,28.903,0.211,0.157,13.623,0.26,0.21,29.386,47.266,0.335,0.37,51.52589871,-0.110662069
E01002727,27.412,0.182,0.136,10.722,0.234,0.371,28.771,53.638,0.335,0.271,51.52970019,-0.107249555
E01002729,35.403,0.242,0.196,11.675,0.327,0.668,25.648,62.572,0.39,0.244,51.52895546,-0.11212379
E01002739,19.571,0.122,0.087,1.127,0.002,0.711,20.473,51.724,0.156,0.255,51.55120668,-0.105320034
E01002762,25.126,0.139,0.101,5.667,0.214,1,30.21,50.521,0.196,0.314,51.55206828,-0.119859259
E01002764,37.509,0.249,0.153,22.29,0.456,1.534,30.509,45.237,0.386,0.35,51.55084106,-0.124844846
E01002765,38.848,0.26,0.169,21.874,1.096,0.725,41.2,34.864,0.403,0.527,51.54860971,-0.118898711
E01002766,42.006,0.262,0.187,25.2,0.762,1.166,44.313,37.596,0.352,0.436,51.54739975,-0.124675399
E01002767,40.981,0.269,0.181,17.721,0.731,1.211,41.768,42.226,0.435,0.465,51.55346478,-0.116177072
E01002783,51.901,0.31,0.236,27.376,1.69,1.144,38.017,45.028,0.453,0.483,51.55118909,-0.128558222
E01002790,47.327,0.317,0.226,26.128,0.941,1.51,29.479,44.339,0.489,0.421,51.54309585,-0.104639556
E01002795,31.394,0.206,0.141,18.007,0.429,1.219,26.249,40.592,0.32,0.342,51.54695077,-0.106955482
E01002796,26.891,0.183,0.127,2.36,0.439,0.787,23.596,53.131,0.298,0.273,51.54624123,-0.110398146
E01004702,53.205,0.378,0.238,19.155,0.993,0.789,49.875,50.433,0.494,0.514,51.52138477,-0.175615116
E01004703,16.052,0.074,0.043,4.289,-1.551,1.052,27.39,50.634,0.112,0.113,51.52306708,-0.180613772
E01004680,15.621,0.045,0.025,1.837,-1.339,0.783,28.605,65.323,0.06,0.079,51.51372321,-0.16491209
E01004681,18.147,0.1,0.051,7.636,-0.907,-0.369,32.388,68.299,0.262,0.204,51.51756185,-0.180328615
E01004683,12.907,0.026,0.014,4.265,-2.234,0.746,27.265,54.046,0.045,0.062,51.51345708,-0.171715961
E01004684,30.784,0.171,0.097,7.874,-0.096,1.413,34.534,64.255,0.283,0.259,51.51675661,-0.168728768
E01004697,22.89,0.099,0.06,8.446,-0.365,0.948,33.061,66.146,0.198,0.185,51.51487126,-0.182572976
E01004700,18.132,0.066,0.042,2.091,-0.98,0.402,38.331,66.437,0.102,0.188,51.513507,-0.181981889
E01004705,11.14,0.048,0.028,5.745,-1.395,0.388,23.456,47.926,0.041,0.151,51.52550091,-0.181566665
E01004715,22.783,0.127,0.093,8.22,0.144,-0.333,37,55.227,0.192,0.299,51.52194536,-0.142764808
E01004712,15.588,0.065,0.03,1.809,-1.566,0.309,29.633,69.067,0.134,0.192,51.52084103,-0.156012977
E01004713,10.976,0.019,0.014,1.794,-1.788,-0.044,25.468,60.251,0.025,0.043,51.51956188,-0.147581272
E01004714,16.075,0.071,0.039,0.802,-1.55,0.318,28.698,71.425,0.172,0.099,51.51652613,-0.152839881
E01004716,11.99,0.018,0.009,2.646,-2.151,-0.239,28.061,64.998,0.015,0.053,51.52310858,-0.148540907
E01004717,15.061,0.019,0.014,0.602,-1.739,0.437,29.566,84.13,0.019,0.07,51.52029498,-0.15265139
E01004724,16.467,0.11,0.072,5.559,-0.634,-0.183,31.372,46.978,0.133,0.202,51.53322789,-0.168834395
E01004725,38.29,0.29,0.146,12.044,0.746,0.731,46.41,41.995,0.392,0.485,51.52927438,-0.169644314
E01004728,22.521,0.171,0.08,4.039,-0.122,0.241,33.758,53.664,0.228,0.309,51.52657603,-0.174948119
E01004726,15.264,0.064,0.036,4.067,-1.62,0.131,27.709,70.382,0.09,0.108,51.53025483,-0.175363474
E01004729,35.588,0.29,0.19,5.721,0.703,-0.301,37.457,47.302,0.306,0.466,51.52724618,-0.177239843
E01004727,12.376,0.04,0.009,0.766,-2.386,0.514,30.843,51.859,0.102,0.092,51.52856571,-0.157448743
E01004730,12.666,0.075,0.041,2.223,-1.576,-0.083,28.533,52.365,0.113,0.089,51.53442167,-0.157530931
E01004735,28.844,0.138,0.127,8.79,0.213,0.328,34.542,74.503,0.284,0.266,51.51221223,-0.117869426
E01004763,30.889,0.113,0.101,1.103,0.273,1.254,39.332,93.352,0.265,0.259,51.51604375,-0.134385453
E01004765,22.403,0.11,0.089,3.582,-0.202,0.497,30.935,65.201,0.121,0.207,51.5176098,-0.14283193
E01033603,48.705,0.313,0.267,8.777,1.349,0.215,37.55,62.195,0.439,0.381,51.52180337,-0.166338922
E01033487,13.988,0.087,0.026,4.257,-0.121,-0.618,35.758,41.222,0.318,0.218,51.5510298,-0.114933196
E01033488,37.964,0.238,0.141,15.527,0.944,1.427,34.134,46.47,0.361,0.542,51.54991531,-0.113513023
E01033486,40.234,0.264,0.202,19.745,0.575,1.286,30.079,48.964,0.408,0.384,51.54957733,-0.111625213
E01033491,37.725,0.232,0.151,7.83,0.568,1.168,31.971,74.01,0.522,0.461,51.5540021,-0.111361641
E01033598,61.629,0.445,0.31,27.154,1.231,0.292,47.559,47.886,0.467,0.588,51.52521162,-0.173054106
E01033593,33.103,0.189,0.083,8.094,0.142,0.837,47.03,79.682,0.37,0.307,51.51920006,-0.173997493
E01033594,33.606,0.203,0.135,9.301,0.696,0.291,42.716,59.747,0.348,0.338,51.5170901,-0.173774722
E01033595,24.101,0.08,0.069,20.485,-0.547,0.615,34.741,78.221,0.144,0.149,51.51255973,-0.141294313
E01033596,32.694,0.187,0.118,4.032,0.08,1.244,41.331,60.751,0.278,0.404,51.51290695,-0.136326435
E01033601,41.147,0.299,0.184,19.701,0.536,0.647,48.316,41.011,0.333,0.482,51.52451008,-0.16794112
E01033602,53.267,0.404,0.243,23.007,0.846,0.321,46.891,53.702,0.512,0.474,51.52381245,-0.170013544
E01033604,48.025,0.276,0.208,15.091,0.681,1.357,43.035,75.977,0.411,0.311,51.52150363,-0.170226156
E01033605,55.417,0.388,0.257,20.526,1.085,0.738,48.226,52.042,0.471,0.492,51.52357235,-0.17268726
E01000001,6.063,0.011,0.015,0.021,-1.918,-1.649,27.134,34.502,0.007,0.019,51.51802776,-0.096777251
E01000002,6.255,0.012,0.017,0.04,-1.931,-1.692,26.358,37.106,0.006,0.03,51.51819424,-0.092553889
E01000003,19.548,0.105,0.088,9.612,0.321,-0.987,31.861,48.337,0.155,0.16,51.52172266,-0.095834617
E01000005,26.005,0.217,0.144,15.045,0.05,-0.831,35.104,34.811,0.277,0.396,51.51350721,-0.075791108
E01001783,43.254,0.285,0.197,21.217,0.665,0.786,46.323,50.621,0.393,0.463,51.5318487,-0.089108297
E01001784,29.601,0.198,0.101,13.811,0.414,0.415,42.112,49.698,0.5,0.391,51.53104578,-0.0816431
E01002702,38.017,0.267,0.157,21.892,0.877,0.743,38.133,43.896,0.486,0.441,51.52796262,-0.09575179
E01004236,47.425,0.371,0.205,30.947,0.797,1.193,40.67,23.857,0.396,0.751,51.52684875,-0.013850446
E01002703,42.227,0.32,0.175,22.961,0.82,0.621,40.082,48.346,0.578,0.39,51.52608035,-0.09980943
E01004239,44.356,0.313,0.189,33.187,0.716,1.475,38.326,26.731,0.368,0.47,51.52384948,-0.017364371
E01004312,46.997,0.36,0.185,27.065,0.845,1.048,40.865,43.351,0.514,0.637,51.52693259,-0.069076015
E01004269,44.321,0.297,0.169,15.065,1.09,1.556,41.896,39.505,0.454,0.441,51.52432688,-0.030667904
E01001755,40.52,0.297,0.191,18.618,1.197,0.431,39.975,33.607,0.395,0.454,51.53408248,-0.080206759
E01001757,35.578,0.293,0.153,17.317,0.312,0.287,46.158,36.143,0.387,0.515,51.55176625,-0.057490402
E01004272,48.311,0.355,0.232,35.584,0.653,0.986,44.797,24.044,0.354,0.639,51.51803147,-0.025197291
E01004219,36.222,0.269,0.131,16.581,0.028,0.937,44.567,51.531,0.405,0.65,51.5095732,-0.009147246
E01001794,31.312,0.188,0.122,7.074,0.379,1.069,32.866,59.624,0.243,0.36,51.55638365,-0.052775127
E01002781,30.114,0.259,0.179,14.807,0.191,0.38,27.48,30.983,0.388,0.331,51.55118932,-0.092625686
E01004240,40.954,0.3,0.178,30.38,0.204,1.219,43.778,28.192,0.386,0.414,51.52310822,-0.021445765
E01004241,47.961,0.322,0.21,29.686,0.867,1.387,42.674,36.177,0.358,0.583,51.52085223,-0.023316409
E01004242,44.222,0.332,0.169,21.781,0.916,0.855,49.664,33.218,0.429,0.704,51.51949527,-0.018825543
E01004243,42.831,0.29,0.211,44.467,0.64,0.508,40.26,35.193,0.343,0.479,51.51326146,-0.005970674
E01004244,57.309,0.389,0.303,31.474,1.113,1.271,37.435,31.604,0.394,0.574,51.51253038,-0.017717676
E01004222,47.353,0.375,0.22,26.217,1.312,0.589,36.906,27.278,0.516,0.52,51.53460799,-0.031075598
E01004245,54.842,0.435,0.255,41.546,0.755,0.549,43.382,34.542,0.508,0.482,51.51525613,-0.001430566
E01004248,58.322,0.41,0.235,56.556,1.675,0.427,41.566,32.56,0.47,0.568,51.51980745,-0.01065812
E01004284,35.293,0.268,0.127,14.238,1.06,0.684,43.274,28.195,0.331,0.664,51.5192169,-0.040395042
E01004285,46.026,0.356,0.212,40.195,0.748,0.333,43.962,28.121,0.401,0.622,51.51708763,-0.038233454
E01004288,49.092,0.363,0.225,33.816,0.842,0.739,42.057,40.401,0.393,0.497,51.51499636,-0.043023628
E01004289,39.808,0.279,0.177,16.216,0.833,1.093,37.768,41.644,0.388,0.494,51.51461824,-0.047088343
E01004295,43.634,0.319,0.193,32.137,0.58,0.812,44.822,36.292,0.346,0.57,51.51036158,-0.063331539
E01001834,31.654,0.219,0.124,7.266,0.574,0.883,33.005,53.968,0.39,0.469,51.55489109,-0.075419108
E01004300,44.718,0.359,0.209,23.705,0.573,0.55,44.468,36.95,0.48,0.527,51.51055461,-0.049976654
E01004301,48.066,0.351,0.181,21.109,0.776,1.523,44.755,40.044,0.408,0.815,51.51068835,-0.058148022
E01004302,37.638,0.271,0.129,30.052,0.122,0.57,48.766,48.473,0.387,0.597,51.51151888,-0.055343647
E01004249,55.09,0.404,0.236,37.009,0.7,1.256,49.926,26.534,0.541,0.442,51.51664732,-0.00932044
E01004250,51.525,0.378,0.224,39.961,0.979,1.136,40.629,29.698,0.445,0.589,51.51637534,-0.018341147
E01004251,41.028,0.289,0.175,24.647,0.8,1.053,42.635,32.327,0.353,0.445,51.51462133,-0.0314917
E01004255,41.511,0.297,0.194,23.641,0.738,0.757,39.044,44.608,0.364,0.508,51.5098554,-0.028163939
E01004306,42.325,0.231,0.128,10.215,1.428,2.029,36.713,52.92,0.307,0.664,51.51947248,-0.070875381
E01004256,47.972,0.379,0.214,33.8,0.859,0.559,43.286,31.931,0.49,0.578,51.50900905,-0.01938744
E01004257,47.906,0.358,0.181,33.637,0.617,1.508,39.895,37.646,0.485,0.407,51.50970702,-0.015519836
E01004258,23.742,0.162,0.103,12.623,-0.319,0.278,41.293,36.965,0.191,0.307,51.5088533,-0.032448021
E01001752,27.801,0.188,0.098,8.691,0.369,0.519,31.687,60.711,0.358,0.503,51.53709539,-0.08551968
E01004261,27.767,0.173,0.077,28.134,0.053,0.442,43.249,45.28,0.326,0.611,51.52363494,-0.040224014
E01004264,39.901,0.328,0.169,25.625,0.522,0.51,42.505,36.166,0.394,0.582,51.52136573,-0.040615777
E01001729,47.606,0.346,0.221,23.206,1.248,0.259,47.753,34.322,0.492,0.529,51.54879976,-0.044156455
E01001730,54.74,0.394,0.255,30.602,0.582,1.197,45.687,41.804,0.492,0.491,51.54665913,-0.045751043
E01001740,49.189,0.351,0.221,29.554,1.168,0.895,41.964,36.079,0.438,0.531,51.55318669,-0.081418905
E01001753,42.372,0.295,0.18,22.236,0.442,1.098,46.153,43.203,0.387,0.452,51.53842664,-0.082741149
E01001754,35.623,0.237,0.124,10.489,0.266,1.043,34.855,72.631,0.432,0.48,51.53677514,-0.079292338
E01001731,35.456,0.238,0.143,12.628,0.234,1.341,40.321,43.872,0.353,0.426,51.5454972,-0.052223398
E01001732,47.526,0.363,0.218,27.814,0.463,0.955,46.333,35.046,0.47,0.505,51.54454968,-0.048730925
E01001733,33.695,0.19,0.128,7.993,0.697,1.476,30.936,53.274,0.275,0.35,51.55094494,-0.042729892
E01001734,39.022,0.243,0.141,10.399,0.354,1.631,39.983,58.209,0.437,0.424,51.55121595,-0.052214042
E01001735,38.118,0.252,0.152,16.731,0.823,1.65,32.194,37.298,0.367,0.431,51.5493599,-0.050020327
E01001749,28.731,0.164,0.127,3.758,0.23,1.182,29.912,54.041,0.254,0.415,51.54588662,-0.066553875
E01001738,21.722,0.14,0.112,6.028,0.2,0.584,26.595,38.078,0.176,0.329,51.55522065,-0.088208239
E01001739,23.802,0.144,0.119,3.345,0.614,0.721,23.853,41.264,0.14,0.381,51.55450632,-0.084739464
E01001744,35.174,0.235,0.147,8.37,0.617,1.65,30.403,41.053,0.355,0.46,51.54408154,-0.070092869
E01001745,39.643,0.309,0.175,16.493,0.676,0.85,41.327,36.485,0.482,0.522,51.55313467,-0.070176158
E01001746,38.11,0.316,0.17,28.056,0.539,-0.24,45.145,30.663,0.384,0.524,51.55291169,-0.066260304
E01001747,33.484,0.194,0.116,10.237,0.847,1.511,31.745,46.51,0.349,0.512,51.55129017,-0.074494093
E01001748,33.977,0.205,0.144,8.215,0.053,1.532,36.932,49.761,0.368,0.424,51.54857704,-0.070785969
E01001750,37.011,0.236,0.135,12.208,0.403,1.897,32.64,51.45,0.398,0.414,51.54002185,-0.079240315
E01001751,16.67,0.073,0.053,1.822,-0.444,1.25,16.685,52.273,0.14,0.197,51.54261451,-0.082662493
E01001756,24.009,0.108,0.084,7.328,-0.325,1.552,26.813,51.854,0.225,0.225,51.54458776,-0.078920409
E01001758,39.265,0.293,0.155,20.033,0.271,1.031,45.752,41.922,0.394,0.547,51.55016599,-0.060091281
E01001759,30.13,0.229,0.133,11.69,0.586,0.662,33.64,37.311,0.351,0.454,51.55037741,-0.065236395
E01001774,31.299,0.244,0.119,7.605,0.313,0.986,36.52,44.291,0.474,0.471,51.53294804,-0.070017261
E01001760,42.542,0.251,0.165,16.421,0.839,1.69,36.464,55.79,0.408,0.44,51.54832705,-0.056155657
E01001775,41.754,0.3,0.193,16.444,0.907,0.801,42.677,39.498,0.385,0.528,51.53428155,-0.065797905
E01001761,44.549,0.321,0.216,8.916,1.253,0.938,35.329,45.575,0.475,0.575,51.54839947,-0.064061082
E01001762,28.575,0.175,0.122,10.997,0.5,0.572,34.9,49.657,0.273,0.443,51.54593794,-0.059333698
E01001776,42.962,0.292,0.221,19.127,1.003,0.821,39.903,37.066,0.347,0.507,51.53348283,-0.074818222
E01001763,28.158,0.184,0.123,9.859,0.151,0.827,34.382,46.989,0.245,0.384,51.54447017,-0.061276596
E01001765,50.984,0.39,0.226,35.128,0.754,0.675,47.86,32.78,0.5,0.533,51.55677118,-0.064064967
E01001780,41.449,0.251,0.174,17.517,0.876,1.555,35.031,48.865,0.393,0.384,51.5279158,-0.084376068
E01001781,53.093,0.34,0.224,33.049,1.34,1.088,46.261,43.261,0.512,0.482,51.53356243,-0.085830291
